8,1.39278018,12544,802816,5.451,1.60E+08,12544
1.39278018,1.66063869,802816,200704,5.451,1.60E+08,3136
1.66063869,2.53172612,200704,200704,5.451,1.60E+08,3136
2.53172612,2.6392746,200704,100352,5.451,1.60E+08,3136
2.6392746,2.90623879,100352,100352,5.451,1.60E+08,3136
